"n"
"Diazonidae" 5
"Dichapetalaceae" 8
"Dicksoniaceae" 4
"Dicranaceae" 6
"Dictyochloridaceae" 1
"Dictyodendrillidae" 18
"Dictyonellidae" 13
"Dictyosteliaceae" 21
"Dictyotaceae" 164
"Didemnidae" 123
"Didiereaceae" 8
"Didymellaceae" 178
"Didymiaceae" 4
"Didymochlaenaceae" 1
"Didymosphaeriaceae" 4
"Dietziaceae" 2
"Dilleniaceae" 17
"Dinophysiaceae" 2
"Dioncophyllaceae" 26
"Dioscoreaceae" 162
"Dipentodontaceae" 3
"Diplocystidiaceae" 8
"Diplogasteridae" 2
"Diplommatinidae" 2
"Dipodascaceae" 18
"Diprionidae" 2
"Dipteridaceae" 3
"Dipterocarpaceae" 88
"Discinaceae" 3
"Discodorididae" 8
"Ditrichaceae" 1
"Dorididae" 17
"Doryanthaceae" 1
"Dothioraceae" 22
"Dotidae" 1
"Droseraceae" 27
"Drosophilidae" 4
"Drosophyllaceae" 3
"Dryopteridaceae" 61
"Dugesiidae" 1
"Dumortieraceae" 5
"Dunaliellaceae" 11
"Durvillaeaceae" 2
"Dysideidae" 123
"Dytiscidae" 8
"Ebenaceae" 166
"Echinasteridae" 12
"Echinidae" 4
"Echinodontiaceae" 13
"Echinometridae" 2
"Ectobiidae" 4
"Ectothiorhodospiraceae" 4
"Ehretiaceae" 11
"Elaeagnaceae" 53
"Elaeocarpaceae" 51
"Elapidae" 2
"Elateridae" 1
"Elatinaceae" 3
"Electridae" 1
"Eledonidae" 1
"Elephantidae" 1
"Ellisellidae" 45
"Ellobiidae" 4
"Elpidiidae" 1
"Elsinoaceae" 4
"Enidae" 3
"Enoploteuthidae" 2
"Enteridiidae" 8
"Enterobacteriaceae" 256
"Enterococcaceae" 19
"Entodontaceae" 1
"Entolomataceae" 4
"Ephedraceae" 60
"Epizoanthidae" 1
"Equisetaceae" 51
"Erebidae" 13
"Eremomycetaceae" 1
"Ericaceae" 400
"Eriocaulaceae" 21
"Eriococcidae" 3
"Erwiniaceae" 21
"Erysiphaceae" 6
"Erythrobacteraceae" 6
"Erythropalaceae" 3
"Erythroxylaceae" 69
"Escalloniaceae" 4
"Esperiopsidae" 10
"Etmopteridae" 1
"Euchaetidae" 1
"Eucommiaceae" 32
"Eudendriidae" 3
"Euglenaceae" 17
"Eulimidae" 1
"Eunicidae" 2
"Euphausiidae" 6
"Euphorbiaceae" 1237
"Euplectellidae" 5
"Eupomatiaceae" 8
"Eupteleaceae" 4
