"Aromatic polyketides" "Carotenoids (C40)" "Chromanes" "Coumarins" "Cyclic polyketides" "Diterpenoids" "Fatty Acids and Conjugates" "Fatty acyls" "Fatty esters" "Flavonoids" "Glycerolipids" "Guanidine alkaloids" "Histidine alkaloids" "Linear polyketides" "Lysine alkaloids" "Macrolides" "Meroterpenoids" "Miscellaneous polyketides" "Monoterpenoids" "Mycosporine derivatives" "Naphthalenes" "Nicotinic acid alkaloids" "Nucleosides" "Oligopeptides" "Ornithine alkaloids" "Peptide alkaloids" "Phenolic acids (C6-C1)" "Phenylpropanoids (C6-C3)" "Polycyclic aromatic polyketides" "Polyethers" "Pseudoalkaloids" "Sesquiterpenoids" "Small peptides" "Sphingolipids" "Steroids" "Tetramate alkaloids" "Triterpenoids" "Tyrosine alkaloids" "Fatty acyl glycosides" "Diarylheptanoids" "Lignans" "Phenylethanoids (C6-C2)" "Saccharides" "Anthranilic acid alkaloids" "Tryptophan alkaloids" "Polyols" "Proline alkaloids" "β-lactams" "Phloroglucinols" "Fatty amides" "Apocarotenoids" "Diazotetronic acids and derivatives" "Miscellaneous alkaloids" "Octadecanoids" "Phenanthrenoids" "Polyprenols" "Sesterterpenoids" "Styrylpyrones" "Terphenyls" "Xanthones" "Eicosanoids" "Stilbenoids" "Amino acid glycosides" "Diphenyl ethers (DPEs)" "Aminosugars and aminoglycosides" "Glycerophospholipids" "Isoflavonoids" "Serine alkaloids" "Docosanoids" "Mitomycin derivatives" "Carotenoids (C45)" "Carotenoids (C50)" "Tropolones" "Fluorenes" "γ-lactam-β-lactones" "Alkylresorcinols"
"Acanthomorphata" 48 25 13 3 5 4 15 17 3 6 1 24 3 3 4 6 24 8 1 2 4 6 1 5 1 1 6 5 3 1 8 29 19 1 22 1 2 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Acarosporales" 9 0 0 0 0 0 12 28 0 0 0 0 0 0 0 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Acidithiobacillales" 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Acorales" 1 0 0 0 0 0 12 0 1 0 1 0 0 0 0 0 0 0 31 0 0 0 0 0 0 0 0 17 0 0 0 93 0 0 10 0 0 0 0 2 23 2 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Acrospermales" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Actiniaria" 0 4 0 0 0 0 0 3 0 0 0 0 1 1 0 0 0 0 0 4 0 1 0 0 0 0 0 0 0 0 1 10 3 2 14 0 7 1 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Actinomycetales" 0 0 0 1 4 0 0 0 0 0 0 0 1 12 0 11 3 1 0 0 6 0 0 5 0 0 0 0 14 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 4 1 3 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Actinopolysporales" 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Acytosteliales" 3 0 0 0 0 0 1 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Aeromonadales" 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Agaricales" 119 0 9 18 37 144 85 81 32 10 9 0 4 7 7 8 34 47 41 0 38 17 15 74 3 10 32 11 179 0 19 703 223 56 210 0 249 4 0 2 0 1 40 13 220 0 3 0 0 3 4 6 2 13 1 56 2 17 2 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Agelasida" 0 7 0 0 0 47 51 0 0 0 0 0 67 3 1 0 0 0 0 0 0 8 0 0 3 0 0 0 0 0 8 2 6 5 10 0 0 0 1 0 0 0 0 0 2 0 71 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Ahnfeltiales" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Alcyonacea" 5 3 0 2 0 2467 29 6 10 6 17 0 11 22 0 0 45 0 22 0 7 4 7 0 1 0 2 0 0 0 8 551 0 23 713 2 0 1 0 0 0 0 0 4 11 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 95 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Alismatales" 18 4 2 4 0 148 171 41 12 129 15 0 0 0 3 1 2 0 36 0 0 2 3 0 19 0 16 55 0 0 4 80 99 5 96 0 98 24 1 9 45 12 9 0 13 4 0 0 1 0 3 0 0 8 0 0 0 0 0 2 2 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"Allogromida" 0 0 0 0 0 0 0 0 0 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Alteromonadales" 0 0 0 0 0 0 4 2 0 0 0 4 3 17 2 4 2 0 0 0 1 1 0 2 5 1 3 0 0 0 1 0 3 0 0 0 0 0 0 0 0 0 1 5 7 0 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0
"Amborellales" 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Anaspidea" 0 22 0 0 2 46 1 3 4 0 1 0 1 7 0 15 1 2 7 6 0 0 3 26 0 0 0 0 0 6 0 84 1 0 12 0 2 1 0 0 0 0 0 1 7 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"Anguilliformes" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 32 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Annulatascales" 0 0 0 0 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Anostraca" 0 8 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 2 0 3 0 0 0 0 0 0 0 0 1 0 19 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
